Rank,Team,Player,Fantsy Position,ADP,Bye,Age,1yr. Proj,3yr. Proj,5yr. Proj,10yr. Proj,DS Analysis,3D Value +
253,GB,Zaire Franklin,LB,N/A,5,29.8,103,203,304,450,"",4.9
254,TEN,Elic Ayomanor,WR,16.12,10,22.8,83.30,351.00,595.00,1139.00,"Ayomanor flashed a bit as a rookie in 2025, despite a down year for the Titans' offense. He went 41-515-4 and took over Calvin Ridley's role after Ridley went on IR. The Titans added Wan'Dale Robinson in free agency, and they may invest an early pick on a WR in the draft.",4.80
255,BAL,Malaki Starks,DB,N/A,7,22.3,70,197,322,615,"",4.8
256,JAC,Travon Walker,DL,N/A,8,25.3,64,164,276,452,"",4.8
257,DET,Isaac TeSlaa,WR,16.09,8,24.1,78.50,346.00,608.00,1128.00,"TeSlaa played a unique role in 2025, often serving as a key red zone option. He finished his rookie season going 16-239-6. His playing time increased late in the year and could continue rising in 2026 and beyond. However, he'll be limited by Amon-Ra St. Brown and Jameson Williams for the foreseeable future.",4.60
258,PHI,Dallas Goedert,TE,14.04,9,31.2,132.60,307.00,473.00,784.00,"Goedert had a TD-heavy 2025 going 60-591-11. The Eagles schemed up red zone touches for him to score as much as he did, but that may not happen in the future. Goedert is set to be a free agent in 2026, but he is unlikely to find a better situation than the Eagles. He will be 31 heading into the 2026 season and may have peaked in terms of his fantasy output.",4.50
259,TEN,Tyjae Spears,RB,16.10,10,24.8,133.30,269.00,418.00,723.00,"Spears looked like a 2024 breakout candidate...until Tennessee signed Tony Pollard, who held lead-back duties. That trend continued in '25, although Spears held a clear pass-catching role with 45 catches. 2026 turns up a contract season.",4.40
260,NYJ,Mason Taylor,TE,12.04,9,21.8,108.50,267.00,484.00,955.00,"Taylor saw playing time in his rookie season as the de facto starter for the Jets, although he only mustered 44-369-1. Neck and ankle injuries caused miss games during the season, but his playing time stayed high. While Geno Smith arrived to improve the QB spot, this passing game still profiles as a bottom-five unit.",4.30
261,MIN,Will Reichard,K,456.03,6,25.2,143,299,512,1018,"",4.3
262,PIT,Rico Dowdle,RB,11.09,5,27.8,145.50,281.00,439.00,581.00,"Dowdle posted a breakout 235-1,079-2 line with Dallas in 2024. He added 39 catches. That momentum continued with Carolina in 2025. Dowdle posted another 1,000-yard season while outplaying Chuba Hubbard for stretches. That work garnered attention from Pittsburgh, which signed him to a two-year deal in March. He'll enter a rotational role with Jaylen Warren in the short term.",4.20
263,RK,Kaytron Allen,RB,17.07,18,23.2,83.00,281.00,454.00,765.00,"Allen has four straight seasons of over 860 rushing yards. He has been the consistent backfield presence and ascended past teammate Nicholas Singleton despite a difference in athleticism. Allen is one of the most technically sound RBs in the class, and that shows with him averaging over 5 yards per carry in every college season. He won't add much receiving and may not have high-end athleticism, but his polish could push him into late Day 2 or early Day 3.",4.20
264,JAC,Cam Little,K,456.05,8,22.6,160,285,488,1031,"",4.2
265,RK,Deion Burks,WR,24.06,18,23.2,52.00,359.00,600.00,1165.00,"Burks flashed speed and athleticism at Purdue before transferring to Oklahoma, but he was never able to break out. He went 57-620-4 in 2025 after an injury-riddled 2024. Burks sits as a pure slot WR at 5'9, 188 pounds. His speed and athleticism could make him an intriguing Day 3 or late Day 2 pick, but Burks has never showcased that he can be an NFL starter.",4.10
266,GB,Evan Williams,DB,N/A,5,24.7,92,195,313,540,"",4
267,SEA,AJ Barner,TE,13.01,8,23.8,98.10,297.00,481.00,862.00,"Barner played ahead of rookie Elijah Arroyo in 2025, but the young athlete may pass Barner sooner rather than later. Barner, only 24, should still remain on dynasty rosters while this situation plays out under new OC Brian Fleury.",3.90
268,LAR,Kamren Curl,DB,N/A,8,27,100,198,310,496,"",3.9
269,DEN,Wil Lutz,K,294.02,12,31.7,146,319,510,932,"",3.8
270,TB,Antoine Winfield Jr.,DB,N/A,9,27.6,116,195,299,458,"",3.8
271,NE,Hunter Henry,TE,15.07,14,31.3,134.00,299.00,460.00,762.00,"Henry went 55-712-7 during the 2025 fantasy season, living on his ability to score TDs. He turns 32 during a contract season in 2026 but remains a short-term streamer.",3.60
272,NYJ,Braelon Allen,RB,16.02,9,22.2,62.20,284.00,455.00,777.00,"Allen’s size jumps off the tape: 6’2, 235 pounds. He averaged a robust 3.66 yards after contact per attempt for his college career, plus 5.9 yards per carry and 35 rushing scores. However, Allen didn’t show much as a pass-catcher. One silver lining: The former four-star prospect is still only 22 following a quiet 2024 and a 2025 lost to a knee injury.",3.60
273,NO,Kaden Elliss,LB,N/A,11,30.7,112,194,284,405,"",3.6
274,ATL,Divine Deablo,LB,N/A,5,27.6,103,186,288,459,"",3.6
275,LAR,Terrance Ferguson,TE,14.07,8,23,86.20,285.00,486.00,902.00,"Ferguson showed a late-season surge with Davante Adams sidelined. The Rams seem intent on using the young TE as a pseudo WR, which is great for his fantasy potential. Still, uncertainty at QB and a crowded TE depth chart mean dynasty managers will need patience.",3.50
276,TEN,Chimere Dike,WR,16.04,10,24.3,93.30,349.00,578.00,1070.00,"Dike was a stud returner for the Titans as a rookie in 2025, but he also contributed as a WR. He went 48-423-4 and become the pseudo No. 1 WR on the team. That certainly won't be Dike's role going forward, but he proved he can be a weapon that gets some playing time.",3.50
277,RK,Bryce Lance,WR,N/A,18,22.8,66.00,351.00,588.00,1141.00,"Brother of Trey Lance, Bryce posted two straight 1,000-yard seasons and even caught 17 TDs in 2024. At 6'3, 210 pounds, Lance has the size and leaping ability to dominate at the FCS level. He certainly carries his brother's athleticism, but the level of competition brings major questions.",3.50
278,RK,Skyler Bell,WR,19.12,18,23.7,27.20,365.00,612.00,1158.00,"Bell transferred to UConn in 2024 and broke out. Over the past two seasons, he caught 151-2138-18. He isn't built like an NFL WR, but the production is hard to ignore with Bell able to beat man coverage. He could find his way into Day 2 of the NFL Draft.",3.40
279,DEN,Riley Moss,DB,N/A,12,26,100,188,299,500,"",3.4
280,UNS,David Njoku,TE,16.06,18,29.7,98.60,299.00,502.00,774.00,"Njoku split time early in the season with rookie Harold Fannin Jr., but the writing was on the wall in the final year of his contract. Njoku eventually slotted behind Fannin and finished the season with 33-293-4. He enters his age-30 season looking for a new team.",3.30
281,RK,Nicholas Singleton,RB,12.07,18,22.2,91.00,280.00,455.00,690.00,"Singleton, a former five-star recruit, has been a disappointment over his four-year career at Penn State. His final rushing line this past year was 123-549-13, mainly profiling as a red zone runner. Singleton would likely have dominated at the NFL Combine, but he suffered a broken bone in his foot at the Senior Bowl. ",3.30
282,ATL,Jahan Dotson,WR,24.09,5,26,88.70,361.00,574.00,1030.00,"Dotson went 18-262-1 on the Eagles in 2025 and still isn't making a fantasy impact. We are unlikely to see him emerge in 2026.",3.30
283,CLE,Jerry Jeudy,WR,16.08,9,26.9,132.30,353.00,560.00,955.00,"Jeudy struggled to make an impact amidst the terrible Browns' QBs in 2025. He went 50-602-2 in 2025 and didn't look particularly sharp. A new offense (and potentially QB) could help Jeudy get back to contributing for fantasy teams, but the days of him being a top dynasty option are over.",3.20
284,CLE,Ronnie Hickman,DB,N/A,9,24.4,88,185,305,546,"",3.2
285,RK,Avieon Terrell,DB,N/A,18,21.2,62,186,312,607,"",3.2
286,CAR,Jonathon Brooks,RB,13.10,14,22.7,114.40,275.00,429.00,653.00,"With Bijan Robinson in the pros, Brooks’ time to shine arrived in 2023. And he did, ranking top-10 nationally in yards after contact per attempt and Pro Football Focus’ elusive rating. He proved explosive as a pass-catcher, too. Just one problem: Brooks’ season ended with a November ACL tear. Then, in December of 2024, Brooks tore the same ACL again. He missed the entire 2025 season but is expected to be ready for training camp. He'll compete for touches alongside Chuba Hubbard.",3.10
287,NE,Kayshon Boutte,WR,15.10,14,23.8,110.80,332.00,563.00,1061.00,"Boutte played a ton of snaps in 2025 and flashed some end zone ability. His 33-551-6 stat line was respectable, but Boutte certainly can be upgraded. If he resumes the same role in 2026, Boutte could. be a spot fantasy starter. If the Patriots add competition, 2025 could have been the peak of Boutte's career.",3.10
288,KC,Travis Kelce,TE,15.01,10,36.4,136.00,314.00,436.00,702.00,"With the Chiefs' offense taking a step back in 2005, Kelce felt the sting. He finished with 73-839-5 on his fantasy season, his lowest reception total since 2015. In March, we learned that he'd return for his 14th season in Kansas City. He's now year-to-year, making him a shaky dynasty asset.",3.00
289,MIN,T.J. Hockenson,TE,14.05,6,28.7,118.30,293.00,456.00,768.00,"Hockenson's best days are behind him as he heads into his age-29 season. The Vikings at least added talent at QB, signing Kyler Murray after enduring a brutal 2025 under J.J. McCarthy. ",3.00
290,UNS,Tyreek Hill,WR,17.04,18,32.1,117.60,415.00,562.00,775.00,"Hill dislocated his kneecap and tore multiple ligaments in 2025. At age 31, the injury could signal the end of Hill's career. He will likely try to come back, but it won't be with Miami after he was released in February. 2026 will likely be a slow year after the injury, and he may be too old when fully recovered to still have his elite speed.",3.00
291,DEN,Talanoa Hufanga,DB,N/A,12,26.2,103,190,298,494,"",3
292,NO,Chase Young,DL,N/A,11,26.9,74,158,246,352,"",2.9
293,JAC,Josh Hines-Allen,DL,N/A,8,28.7,80,172,232,323,"",2.8
294,NO,Jonas Sanker,DB,N/A,11,23.3,72,186,306,572,"",2.7
295,LAR,Kobie Turner,DL,N/A,8,26.9,61,161,249,378,"",2.7
296,GB,Micah Parsons,DL,N/A,5,26.8,60,164,255,364,"",2.7
297,BUF,Keon Coleman,WR,19.06,7,22.8,83.80,335.00,567.00,1126.00,"Coleman had plenty of hype heading into 2025, but he failed to pay that off. An 8-112-1 stat line in Week 1 shows Coleman's potential, but he was a healthy scratch for multiple games later in the season. Coleman could get another opportunity in 2026 and should be held on dynasty rosters.",2.60
298,ARI,Cody Simon,LB,N/A,8,24,57,182,294,534,"",2.6
299,HOU,Dalton Schultz,TE,15.06,6,29.7,121.00,292.00,455.00,733.00,"Schultz had one of his best years in 2026, going 78-704-3 during the fantasy season. He posted the most targets of his career at 106. Schultz is locked into the Texans and QB C.J. Stroud for one more season. He should be a suitable low-end TE1 for 2026, but the future is cloudy beyond that.",2.50
300,SEA,Elijah Arroyo,TE,19.08,8,22.9,66.60,280.00,481.00,902.00,"Arroyo had a few flashes in his rookie season, but he was never able to rise past A.J. Barner on the depth chart. Arroyo finished the season at 15-179-1, missing the last few games with a knee injury. Still, at only 23, his athletic upside makes him a dynasty hold.",2.50
301,SEA,Tory Horton,WR,19.05,8,23.3,89.10,337.00,571.00,1077.00,"Horton flashed early as a rookie in 2025, but a shin injury ended his season late (despite the Seahawks making the playoffs). Horton ended the season going 13-161-5. He's an unlikely factor in 2025 after Seattle re-signed Rashid Shaheed. Cooper Kupp remains under contract, too.",2.40
302,MIN,Jonathan Greenard,DL,N/A,6,28.8,81,166,224,312,"",2.4
303,PIT,Alex Highsmith,DL,N/A,5,28.6,80,168,227,316,"",2.4
304,WAS,Chigoziem Okonkwo,TE,15.11,12,26.5,106.10,291.00,450.00,775.00,"Okonkwo posted five top-12 fantasy finishes in 2025, his final year in Tennessee. He set career highs in targets (79), catches (56) and yards (560) but remained an underwhelming TD producer (2). He also played all 17 games for the fourth straight season. In Washington, he'll have a chance to boost production for an offense that's moving on from Zach Ertz.",2.30
305,TEN,Gunnar Helm,TE,14.10,10,23.5,104.90,267.00,456.00,847.00,"Helm flashed at times during his rookie season, though he still sat behind Chig Okonkwo for most of the year. With Okonkwo leaving in free agency, Helm looked to be in a nice spot for spot-start fantasy value in 2026. That still may be the case, but Tennessee added former Giants TE Daniel Bellinger in free agency on a three-year deal with $14 million guaranteed. ",2.30
306,HOU,Azeez Al-Shaair,LB,N/A,6,28.6,96,182,278,421,"",2.2
307,LAR,Byron Young,DL,N/A,8,28,77,161,231,323,"",2.2
308,PIT,Pat Freiermuth,TE,17.12,5,27.4,108.00,275.00,439.00,804.00,"Freiermuth had an uneven year in 2025 while sharing snaps and targets with Darnell Washington and Jonnu Smith. Freiermuth ended with 38-435-4, good for TE26 in fantasy points per game. There's some hope for a bounce back, as Jonnu Smith left via free agency. Pittsburgh's pass volume should also tick up under new HC Mike McCarthy.",2.10
309,BAL,Mike Green,DL,N/A,7,22.7,56,138,234,446,"",2.1
310,RK,Brenen Thompson,WR,364.10,18,22.7,71.40,338.00,565.00,1098.00,"Thompson played at Oklahoma and Texas early in his career, but barely saw the field. He made the jump to Mississippi State in 2025 and produced, going 57-1054-6 on the season. Thompson is a big play threat who could challenge to be the fastest WR at the NFL Combine this year. His blazing speed helps him overcome his 5'9, 170 pound frame.",2.00
311,ATL,Jessie Bates,DB,N/A,5,29.1,105,180,283,480,"",2
312,CLE,Quincy Williams,LB,N/A,9,29.6,101,182,272,402,"",2
313,TEN,Alontae Taylor,DB,N/A,10,27.3,96,183,290,477,"",2
314,LVR,Jeremy Chinn,DB,N/A,8,28.1,112,185,284,435,"",1.9
315,DET,Terrion Arnold,DB,N/A,8,23,85,179,292,528,"",1.9
316,DEN,Jonathon Cooper,DL,N/A,12,28.2,69,161,231,323,"",1.9
317,UNS,Deebo Samuel,WR,17.02,18,30.2,140.40,371.00,554.00,780.00,"Samuel had a solid 2025 despite Jayden Daniels missing most of the season. He went 72-727-5 and added 17 rushes for 75 yards and a TD. He will be a free agent heading into 2026 and cross the age-30 mark. Samuel is heading toward the end of his career, but if he can pair with a great QB, Samuel could contribute as a fantasy starter in 2026.",1.80
